,Survived,Pclass,Age,SibSp,Parch,Fare,Embarked,Sex
446,1,2,13.0,0,1,3.0204248861443626,2,1
447,1,1,34.0,0,0,3.3160025355989236,2,0
448,1,3,5.0,2,1,3.0085645861193133,0,1
449,1,1,52.0,0,0,3.449987545831587,2,0
450,0,2,36.0,1,2,3.3586377672433594,2,0
451,0,3,29.69911764705882,1,0,3.0429354648621407,2,0
452,0,1,30.0,0,0,3.3586377672433594,0,0
453,1,1,49.0,1,0,4.500966778400217,0,0
454,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
455,1,3,29.0,0,0,2.1855792552411137,0,0
456,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
457,1,1,29.69911764705882,1,0,3.967694202798607,2,1
458,1,2,50.0,0,0,2.4423470353692043,2,1
459,0,3,29.69911764705882,0,0,2.169053700369523,1,0
460,1,1,48.0,0,0,3.3160025355989236,2,0
461,0,3,34.0,0,0,2.2027647577118348,2,0
462,0,1,47.0,0,0,3.676300671907076,2,0
463,0,2,48.0,0,0,2.6390573296152584,2,0
464,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
465,0,3,38.0,0,0,2.0856720914304723,2,0
466,0,2,29.69911764705882,0,0,0.0,2,0
467,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
468,0,3,29.69911764705882,0,0,2.1661924680884908,1,0
469,1,3,29.69911764705882,2,1,3.0085645861193133,0,1
470,0,3,29.69911764705882,0,0,2.1102132003465894,2,0
471,0,3,38.0,0,0,2.2682524139135403,2,0
472,1,2,33.0,1,2,3.3586377672433594,2,1
473,1,2,23.0,0,0,2.694066212646058,0,1
474,0,3,22.0,0,0,2.3830123421066602,2,1
475,0,1,29.69911764705882,0,0,3.970291913552122,2,0
476,0,2,34.0,1,0,3.091042453358316,2,0
477,0,3,29.0,1,0,2.0851502161468174,2,0
478,0,3,22.0,0,0,2.142510233146819,2,0
479,1,3,29.69911764705882,0,1,2.586823743668066,2,1
480,0,3,9.0,5,2,3.8691155044168695,2,0
481,0,2,29.69911764705882,0,0,0.0,2,0
482,0,3,50.0,0,0,2.2027647577118348,2,0
483,1,3,29.69911764705882,0,0,2.3596740599781727,2,1
484,1,1,25.0,1,0,4.5226490762785785,0,0
485,0,3,29.69911764705882,3,1,3.275887339030031,2,1
486,1,1,35.0,1,0,4.51085950651685,2,1
487,0,1,29.69911764705882,0,0,3.4242626545931514,0,0
488,0,3,30.0,0,0,2.2027647577118348,2,0
489,1,3,9.0,1,1,2.8273136219290276,2,0
490,0,3,29.69911764705882,1,0,3.0429354648621407,2,0
491,0,3,21.0,0,0,2.1102132003465894,2,0
492,0,1,29.69911764705882,0,0,3.449987545831587,2,0
493,0,1,29.69911764705882,0,0,3.922056501139853,0,0
494,0,3,21.0,0,0,2.2027647577118348,2,0
495,0,3,29.69911764705882,0,0,2.738146075922933,0,0
496,1,1,54.0,1,0,4.37281811610993,0,1
497,0,3,29.69911764705882,0,0,2.7788192719904172,2,0
498,0,1,25.0,1,2,5.027492411162679,2,1
499,0,3,24.0,0,0,2.174274334826008,2,0
500,0,3,17.0,0,0,2.2682524139135403,2,0
501,0,3,21.0,0,0,2.169053700369523,1,1
502,0,3,29.69911764705882,0,0,2.155151800914312,1,1
503,0,3,37.0,0,0,2.3596740599781727,2,1
504,1,1,16.0,0,0,4.471638793363569,2,1
505,0,1,18.0,1,0,4.699570861409576,0,0
506,1,2,33.0,0,2,3.295836866004329,2,1
507,1,1,29.69911764705882,0,0,3.3160025355989236,2,0
508,0,3,28.0,0,0,3.1580636854714434,2,0
509,1,3,26.0,0,0,4.05171190165724,2,0
510,1,3,29.0,0,0,2.169053700369523,1,0
511,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
512,1,1,36.0,0,0,3.3064287218760624,2,0
513,1,1,54.0,1,0,4.100989104940769,0,1
514,0,3,24.0,0,0,2.139571923732859,2,0
515,0,1,47.0,0,0,3.5559421706858756,2,0
516,1,2,34.0,0,0,2.4423470353692043,2,1
517,0,3,29.69911764705882,0,0,3.224857896545748,1,0
518,1,2,36.0,1,0,3.295836866004329,2,1
519,0,3,32.0,0,0,2.1855792552411137,2,0
520,1,1,30.0,0,0,4.548599834499697,2,1
521,0,3,22.0,0,0,2.1855792552411137,2,0
522,0,3,29.69911764705882,0,0,2.1071782966514356,0,0
523,1,1,44.0,0,1,4.077184839375167,0,1
524,0,3,29.69911764705882,0,0,2.1076888046179385,0,0
525,0,3,40.5,0,0,2.169053700369523,1,0
526,1,2,50.0,0,0,2.4423470353692043,2,1
527,0,1,29.69911764705882,0,0,5.406181146423973,2,0
528,0,3,39.0,0,0,2.188856327665703,2,0
529,0,2,23.0,2,1,2.5257286443082556,2,0
530,1,2,29.69911764705882,1,1,3.295836866004329,2,1
531,0,3,29.69911764705882,0,0,2.1076888046179385,0,0
532,0,3,17.0,1,1,2.1076888046179385,0,0
533,1,3,29.69911764705882,0,2,3.1509523813392697,0,1
534,0,3,30.0,0,0,2.2682524139135403,2,1
535,1,2,7.0,0,2,3.305053521109253,2,1
536,0,1,45.0,0,0,3.3160025355989236,2,0
537,1,1,30.0,0,0,4.676792929661059,0,1
538,0,3,29.69911764705882,0,0,2.740840023925201,2,0
539,1,1,22.0,0,2,3.9219733362813143,0,1
540,1,1,36.0,0,2,4.276666119016055,2,1
541,0,3,9.0,4,2,3.4742929367327062,2,1
542,0,3,11.0,4,2,3.4742929367327062,2,1
543,1,2,32.0,1,0,3.295836866004329,2,0
544,0,1,50.0,1,0,4.676792929661059,0,0
545,0,1,29.69911764705882,0,0,3.295836866004329,2,0
546,1,2,19.0,1,0,3.295836866004329,2,1
547,1,2,29.69911764705882,0,0,2.6988412620169004,0,0
548,0,3,33.0,1,1,3.0692150503137943,2,0
549,1,2,8.0,1,1,3.6309854756950335,2,0
550,1,1,17.0,0,2,4.717456363787216,0,0
551,0,2,27.0,0,0,3.295836866004329,2,0
552,0,3,29.69911764705882,0,0,2.17806441028492,1,0
553,1,3,22.0,0,0,2.1071782966514356,0,0
554,1,3,22.0,0,0,2.1719067693519296,2,1
555,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
556,1,1,48.0,1,0,3.703768066607687,0,1
557,0,1,29.69911764705882,0,0,5.4316456135398825,0,0
558,1,1,39.0,1,1,4.390118804571218,2,1
559,1,3,36.0,1,0,2.91235066461494,2,1
560,0,3,29.69911764705882,0,0,2.169053700369523,1,0
561,0,3,40.0,0,0,2.1855792552411137,2,0
562,0,2,28.0,0,0,2.6741486494265287,2,0
563,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
564,0,3,29.69911764705882,0,0,2.2027647577118348,2,1
565,0,3,24.0,2,0,3.224857896545748,2,0
566,0,3,19.0,0,0,2.1855792552411137,2,0
567,0,3,29.0,0,4,3.0944457464900235,2,1
568,0,3,29.69911764705882,0,0,2.1076888046179385,0,0
569,1,3,32.0,0,0,2.180891922715322,2,0
570,1,2,29.69911764705882,0,0,2.4423470353692043,2,0
571,1,1,53.0,2,0,3.960416900617205,2,1
572,1,1,36.0,0,0,3.3100867049215847,2,0
573,1,3,29.69911764705882,0,0,2.169053700369523,1,1
574,0,3,16.0,0,0,2.2027647577118348,2,0
575,0,3,19.0,0,0,2.740840023925201,2,0
576,1,2,34.0,0,0,2.6390573296152584,2,1
577,1,1,39.0,1,0,4.041295341132285,2,1
578,0,3,29.69911764705882,1,0,2.738146075922933,0,1
579,1,3,32.0,0,0,2.188856327665703,2,0
580,1,2,25.0,1,1,3.4339872044851463,2,1
581,1,1,39.0,1,1,4.717456363787216,0,1
582,0,2,54.0,0,0,3.295836866004329,2,0
583,0,1,36.0,0,0,3.716616209085536,0,0
584,0,3,29.69911764705882,0,0,2.2734137156937657,0,0
585,1,1,18.0,0,2,4.390118804571218,2,1
586,0,2,47.0,0,0,2.772588722239781,2,0
587,1,1,29.69911764705882,1,1,4.384523514872469,0,0
588,0,3,22.0,0,0,2.2027647577118348,2,0
589,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
590,0,3,35.0,0,0,2.094945728215801,2,0
591,1,1,52.0,1,0,4.37281811610993,0,1
592,0,3,47.0,0,0,2.1102132003465894,2,0
593,0,3,29.69911764705882,0,2,2.169053700369523,1,1
594,0,2,37.0,1,0,3.295836866004329,2,0
595,0,3,36.0,1,1,3.224857896545748,2,0
596,1,2,29.69911764705882,0,0,3.5263605246161616,2,1
597,0,3,49.0,0,0,0.0,2,0
598,0,3,29.69911764705882,0,0,2.1071782966514356,0,0
599,1,1,49.0,1,0,4.0592215752427645,0,0
600,1,2,24.0,2,1,3.332204510175204,2,1
601,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
602,0,1,29.69911764705882,0,0,3.770459441106359,2,0
603,0,3,44.0,0,0,2.2027647577118348,2,0
604,1,1,35.0,0,0,3.3160025355989236,0,0
605,0,3,36.0,1,0,2.806386101823072,2,0
606,0,3,30.0,0,0,2.1855792552411137,2,0
607,1,1,27.0,0,0,3.449987545831587,2,0
608,1,2,22.0,1,2,3.7513658711253766,0,1
609,1,1,40.0,0,0,5.039951348430309,2,1
610,0,3,39.0,1,5,3.4742929367327062,2,1
611,0,3,29.69911764705882,0,0,2.0856720914304723,2,0
612,1,3,29.69911764705882,1,0,2.803360380906535,1,1
613,0,3,29.69911764705882,0,0,2.169053700369523,1,0
614,0,3,35.0,0,0,2.2027647577118348,2,0
615,1,2,24.0,1,2,4.189654742026425,2,1
616,0,3,34.0,1,1,2.7343675094195836,2,0
617,0,3,26.0,1,0,2.8390784635086144,2,1
618,1,2,4.0,2,1,3.6888794541139363,2,1
619,0,2,26.0,0,0,2.4423470353692043,2,0
620,0,3,27.0,1,0,2.737880811060884,0,0
621,1,1,42.0,1,0,3.9806942251907276,2,0
622,1,3,20.0,1,1,2.817902613071225,0,0
623,0,3,21.0,0,0,2.180891922715322,2,0
624,0,3,21.0,0,0,2.8390784635086144,2,0
625,0,1,29.69911764705882,0,0,3.5061818266142577,2,0
626,0,2,29.69911764705882,0,0,2.5915163848462583,1,0
627,1,1,21.0,0,0,4.368919865004903,2,1
628,0,3,26.0,0,0,2.1855792552411137,2,0
629,0,3,29.69911764705882,0,0,2.167143305297764,1,0
630,1,1,29.69911764705882,0,0,3.4339872044851463,2,0
631,0,3,51.0,0,0,2.086193694502369,2,0
632,1,1,32.0,0,0,3.449987545831587,0,0
633,0,1,29.69911764705882,0,0,0.0,2,0
634,0,3,9.0,3,2,3.3638415951183864,2,1
635,1,2,28.0,0,0,2.6390573296152584,2,1
636,0,3,32.0,0,0,2.188856327665703,2,0
637,0,2,31.0,1,1,3.305053521109253,2,0
638,0,3,41.0,0,5,3.705920919968788,2,1
639,0,3,29.69911764705882,1,0,2.8390784635086144,2,0
640,0,3,20.0,0,0,2.180891922715322,2,0
641,1,1,24.0,0,0,4.252771798816619,0,1
642,0,3,29.69911764705882,3,2,3.3638415951183864,2,1
643,1,3,29.69911764705882,0,0,4.05171190165724,2,0
644,1,3,29.69911764705882,2,1,3.0085645861193133,0,1
645,1,1,48.0,1,0,4.353230991152628,0,0
646,0,3,19.0,0,0,2.1855792552411137,2,0
647,1,1,29.69911764705882,0,0,3.597312260588446,0,0
648,0,3,29.69911764705882,0,0,2.145931282948669,2,0
649,1,3,23.0,0,0,2.145931282948669,2,1
650,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
651,1,2,18.0,0,1,3.1780538303479458,2,1
652,0,3,21.0,0,0,2.2442459824059346,2,0
653,1,3,29.69911764705882,0,0,2.17806441028492,1,1
654,0,3,18.0,0,0,2.0476928433652555,1,1
655,0,2,24.0,2,0,4.310799125385514,2,0
656,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
657,0,3,32.0,1,1,2.803360380906535,1,1
658,0,2,23.0,0,0,2.6390573296152584,2,0
659,0,1,29.69911764705882,0,2,4.738607824217808,0,0
660,1,1,50.0,2,0,4.902678819257608,2,0
661,0,3,40.0,0,0,2.1071782966514356,0,0
662,0,1,47.0,0,0,3.2804411805263554,2,0
663,0,3,36.0,0,0,2.139571923732859,2,0
664,1,3,20.0,1,0,2.188856327665703,2,0
665,0,2,32.0,2,0,4.310799125385514,2,0
666,0,2,25.0,0,0,2.6390573296152584,2,0
667,0,3,29.69911764705882,0,0,2.1719067693519296,2,0
668,0,3,43.0,0,0,2.2027647577118348,2,0
669,1,1,29.69911764705882,1,0,3.970291913552122,2,1
670,1,2,40.0,1,1,3.6888794541139363,2,1
671,0,1,31.0,1,0,3.970291913552122,2,0
672,0,2,29.69911764705882,0,0,2.4423470353692043,2,0
673,1,2,31.0,0,0,2.6390573296152584,2,0
674,0,2,29.69911764705882,0,0,0.0,2,0
675,0,3,18.0,0,0,2.1719067693519296,2,0
676,0,3,24.5,0,0,2.2027647577118348,2,0
677,1,3,18.0,0,0,2.3833998102837652,2,1
678,0,3,43.0,1,6,3.8691155044168695,2,1
679,1,1,36.0,0,1,6.240917354759096,0,0
680,0,3,29.69911764705882,0,0,2.212386825075897,1,1
681,1,1,27.0,0,0,4.353230991152628,0,0
682,0,3,20.0,0,0,2.3248357019288655,2,0
683,0,3,14.0,5,2,3.8691155044168695,2,0
684,0,2,29.69911764705882,1,1,3.6888794541139363,2,0
685,0,2,25.0,1,2,3.7513658711253766,0,0
686,0,3,14.0,4,1,3.705920919968788,2,0
687,0,3,19.0,0,0,2.4133032309283076,2,0
688,0,3,18.0,0,0,2.174274334826008,2,0
689,1,1,15.0,0,1,5.35817698994543,2,1
690,1,1,31.0,1,0,4.060443010546419,2,0
691,1,3,4.0,0,1,2.668387256845834,0,1
692,1,3,29.69911764705882,0,0,4.05171190165724,2,0
693,0,3,25.0,0,0,2.1071782966514356,0,0
694,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
695,0,2,52.0,0,0,2.6741486494265287,2,0
696,0,3,44.0,0,0,2.2027647577118348,2,0
697,1,3,29.69911764705882,0,0,2.167143305297764,1,1
698,0,1,49.0,1,1,4.717456363787216,0,0
699,0,3,42.0,0,0,2.157559320943788,2,0
700,1,1,18.0,1,0,5.4316456135398825,0,1
701,1,1,35.0,0,0,3.3064287218760624,2,0
702,0,3,18.0,0,1,2.737880811060884,0,1
703,0,3,25.0,0,0,2.1681046787623672,1,0
704,0,3,26.0,1,0,2.180891922715322,2,0
705,0,2,39.0,0,0,3.295836866004329,2,0
706,1,2,45.0,0,0,2.6741486494265287,2,1
707,1,1,42.0,0,0,3.3064287218760624,2,0
708,1,1,22.0,0,0,5.027492411162679,2,1
709,1,3,29.69911764705882,1,1,2.7878344138303452,0,0
710,1,1,24.0,0,0,3.922056501139853,0,1
711,0,1,29.69911764705882,0,0,3.3160025355989236,2,0
712,1,1,48.0,1,0,3.970291913552122,2,0
713,0,3,29.0,0,0,2.3497835148230464,2,0
714,0,2,52.0,0,0,2.6390573296152584,2,0
715,0,3,19.0,0,0,2.157559320943788,2,0
716,1,1,38.0,0,0,5.4316456135398825,0,1
717,1,2,27.0,0,0,2.4423470353692043,2,1
718,0,3,29.69911764705882,0,0,2.803360380906535,1,0
719,0,3,33.0,0,0,2.1719067693519296,2,0
720,1,2,6.0,0,1,3.5263605246161616,2,1
721,0,3,17.0,1,0,2.086193694502369,2,0
722,0,2,34.0,0,0,2.6390573296152584,2,0
723,0,2,50.0,0,0,2.6390573296152584,2,0
724,1,1,27.0,1,0,3.9908341858524357,2,0
725,0,3,20.0,0,0,2.2682524139135403,2,0
726,1,2,30.0,3,0,3.091042453358316,2,1
727,1,3,29.69911764705882,0,0,2.1676241075599285,1,1
728,0,2,25.0,1,0,3.295836866004329,2,0
729,0,3,25.0,1,0,2.188856327665703,2,1
730,1,1,29.0,0,0,5.35817698994543,2,1
731,0,3,11.0,0,0,2.9850504252071306,0,0
732,0,2,29.69911764705882,0,0,0.0,2,0
733,0,2,23.0,0,0,2.6390573296152584,2,0
734,0,2,23.0,0,0,2.6390573296152584,2,0
735,0,3,28.5,0,0,2.8390784635086144,2,0
736,0,3,48.0,1,3,3.5660053559634015,2,1
737,1,1,35.0,0,0,6.240917354759096,0,0
738,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
739,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
740,1,1,29.69911764705882,0,0,3.4339872044851463,2,0
741,0,1,36.0,1,0,4.380149874661021,2,0
742,1,1,21.0,2,2,5.5735788721243535,0,1
743,0,3,24.0,1,0,2.8390784635086144,2,0
744,1,3,31.0,0,0,2.188856327665703,2,0
745,0,1,29.69911764705882,1,1,4.276666119016055,2,0
746,0,3,16.0,1,1,3.056356895370426,2,0
747,1,2,30.0,0,0,2.6390573296152584,2,1
748,0,1,19.0,1,0,3.9908341858524357,2,0
749,0,3,31.0,0,0,2.169053700369523,1,0
750,1,2,4.0,1,1,3.1780538303479458,2,1
751,1,3,6.0,0,1,2.600836116795061,2,0
752,0,3,33.0,0,0,2.3513752571634776,2,0
753,0,3,23.0,0,0,2.1855792552411137,2,0
754,1,2,48.0,1,2,4.189654742026425,2,1
755,1,2,29.69911764705882,1,1,2.740840023925201,2,0
756,0,3,28.0,0,0,2.174274334826008,2,0
757,0,2,18.0,0,0,2.5257286443082556,2,0
758,0,3,34.0,0,0,2.2027647577118348,2,0
759,1,1,33.0,0,0,4.471638793363569,2,1
760,0,3,29.69911764705882,0,0,2.740840023925201,2,0
761,0,3,41.0,0,0,2.094945728215801,2,0
762,1,3,20.0,0,0,2.1076888046179385,0,0
763,1,1,36.0,1,2,4.795790545596741,2,1
764,0,3,16.0,0,0,2.1719067693519296,2,0
765,1,1,51.0,1,0,4.368919865004903,2,1
766,0,1,29.69911764705882,0,0,3.703768066607687,0,0
767,0,3,30.5,0,0,2.169053700369523,1,1
768,0,3,29.69911764705882,1,0,3.224857896545748,1,0
769,0,3,32.0,0,0,2.236712348843338,2,0
770,0,3,24.0,0,0,2.3513752571634776,2,0
771,0,3,48.0,0,0,2.180891922715322,2,0
772,0,2,29.69911764705882,0,0,2.4423470353692043,2,1
773,0,3,29.69911764705882,0,0,2.1071782966514356,0,0
774,1,2,54.0,1,3,3.1780538303479458,2,1
775,0,3,18.0,0,0,2.169053700369523,2,0
776,0,3,29.69911764705882,0,0,2.169053700369523,1,0
777,1,3,5.0,0,0,2.600836116795061,2,1
778,0,3,29.69911764705882,0,0,2.1676241075599285,1,0
779,1,1,43.0,0,1,5.35817698994543,2,1
780,1,3,13.0,0,0,2.1076888046179385,0,1
781,1,1,17.0,1,0,4.060443010546419,2,1
782,0,1,29.0,0,0,3.4339872044851463,2,0
783,0,3,29.69911764705882,1,2,3.196630215920881,2,0
784,0,3,25.0,0,0,2.0856720914304723,2,0
785,0,3,25.0,0,0,2.1102132003465894,2,0
786,1,3,18.0,0,0,2.139571923732859,2,1
787,0,3,8.0,4,1,3.405355391810819,1,0
788,1,3,29.69911764705882,1,2,3.0715352369694915,2,0
789,0,1,46.0,0,0,4.384523514872469,0,0
790,0,3,29.69911764705882,0,0,2.169053700369523,1,0
791,0,2,16.0,0,0,3.295836866004329,2,0
792,0,3,29.69911764705882,8,2,4.256321678298823,2,1
793,0,1,29.69911764705882,0,0,3.4561841799918147,0,0
794,0,3,25.0,0,0,2.1855792552411137,2,0
795,0,2,39.0,0,0,2.6390573296152584,2,0
796,1,1,49.0,0,0,3.2932111997353943,2,1
797,1,3,31.0,0,0,2.270402752283094,2,1
798,0,3,30.0,0,0,2.1076888046179385,0,0
799,0,3,30.0,1,1,3.224857896545748,2,1
800,0,2,34.0,0,0,2.6390573296152584,2,0
801,1,2,31.0,1,1,3.305053521109253,2,1
802,1,1,11.0,1,2,4.795790545596741,2,0
803,1,3,29.69911764705882,0,1,2.2530481500547457,0,0
804,1,3,27.0,0,0,2.076311648670908,2,0
805,0,3,31.0,0,0,2.1719067693519296,2,0
806,0,1,39.0,0,0,0.0,2,0
807,0,3,18.0,0,0,2.1719067693519296,2,1
808,0,2,39.0,0,0,2.6390573296152584,2,0
809,1,1,33.0,1,0,3.9908341858524357,2,1
810,0,3,26.0,0,0,2.184645795129359,2,0
811,0,3,39.0,0,0,3.224857896545748,2,0
812,0,2,35.0,0,0,2.4423470353692043,2,0
813,0,3,6.0,4,2,3.4742929367327062,2,1
814,0,3,30.5,0,0,2.2027647577118348,2,0
815,0,1,29.69911764705882,0,0,0.0,2,0
816,0,3,23.0,0,0,2.188856327665703,2,1
817,0,2,31.0,1,1,3.637696679934592,0,0
818,0,3,43.0,0,0,2.0082140323914683,2,0
819,0,3,10.0,3,2,3.3638415951183864,2,0
820,1,1,52.0,1,1,4.548599834499697,2,1
821,1,3,27.0,0,0,2.2682524139135403,2,0
822,0,1,38.0,0,0,0.0,2,0
823,1,3,27.0,0,1,2.600836116795061,2,1
824,0,3,29.69911764705882,4,1,3.705920919968788,2,0
825,0,3,29.69911764705882,0,0,2.0731719286662407,1,0
826,0,3,29.69911764705882,0,0,4.05171190165724,2,0
827,1,2,29.69911764705882,0,2,3.637696679934592,0,0
828,1,3,29.69911764705882,0,0,2.169053700369523,1,0
829,1,1,29.69911764705882,0,0,4.394449154672439,3,1
830,1,3,15.0,1,0,2.737880811060884,0,1
831,1,2,29.69911764705882,1,1,2.9831534913471307,2,0
832,0,3,29.69911764705882,0,0,2.1076888046179385,0,0
833,0,3,23.0,0,0,2.180891922715322,2,0
834,0,3,18.0,0,0,2.2300144001592104,2,0
835,1,1,39.0,1,1,4.432699549165613,0,1
836,0,3,21.0,0,0,2.2682524139135403,2,0
837,0,3,29.69911764705882,0,0,2.2027647577118348,2,0
838,1,3,32.0,0,0,4.05171190165724,2,0
839,1,1,29.69911764705882,0,0,3.4242626545931514,0,0
840,0,3,20.0,0,0,2.188856327665703,2,0
841,0,2,16.0,0,0,2.4423470353692043,2,0
842,1,1,30.0,0,0,3.4657359027997265,0,1
843,0,3,34.5,0,0,2.006534770871748,0,0
844,0,3,17.0,0,0,2.2682524139135403,2,0
845,0,3,42.0,0,0,2.145931282948669,2,0
846,0,3,29.69911764705882,8,2,4.256321678298823,2,0
847,0,3,35.0,0,0,2.1855792552411137,0,0
848,0,2,28.0,0,1,3.5263605246161616,2,0
849,1,1,29.69911764705882,1,0,4.500966778400217,0,1
850,0,3,4.0,4,2,3.4742929367327062,2,0
851,0,3,29.69911764705882,0,0,2.1719067693519296,2,0
852,0,3,9.0,1,1,2.7878344138303452,0,1
853,1,1,16.0,0,1,3.6988297849671046,2,1
854,0,2,44.0,1,0,3.295836866004329,2,1
855,1,3,18.0,0,1,2.336986519711378,2,1
856,1,1,45.0,1,1,5.11118445372147,2,1
857,1,1,51.0,0,0,3.3160025355989236,2,0
858,1,3,24.0,0,3,3.0085645861193133,0,1
859,0,3,29.69911764705882,0,0,2.1076888046179385,0,0
860,0,3,41.0,2,0,2.7152442616824506,2,0
861,0,2,21.0,1,0,2.5257286443082556,2,0
862,1,1,48.0,0,0,3.2932111997353943,2,1
863,0,3,29.69911764705882,8,2,4.256321678298823,2,1
864,0,2,24.0,0,0,2.6390573296152584,2,0
865,1,2,42.0,0,0,2.6390573296152584,2,1
866,1,2,27.0,1,0,2.698558631668595,0,1
867,0,1,31.0,0,0,3.941500250945973,2,0
868,0,3,29.69911764705882,0,0,2.3513752571634776,2,0
869,1,3,4.0,1,1,2.495953738718064,2,0
870,0,3,26.0,0,0,2.1855792552411137,2,0
871,1,1,47.0,1,1,3.9806942251907276,2,1
872,0,1,33.0,0,0,1.791759469228055,2,0
873,0,3,47.0,0,0,2.302585092994046,2,0
874,1,2,28.0,1,0,3.2188758248682006,0,1
875,1,3,15.0,0,0,2.1071782966514356,0,1
876,0,3,20.0,0,0,2.3837779082709782,2,0
877,0,3,19.0,0,0,2.1855792552411137,2,0
878,0,3,29.69911764705882,0,0,2.1855792552411137,2,0
879,1,1,29.69911764705882,0,1,4.432699549165613,0,1
880,1,2,25.0,0,1,3.295836866004329,2,1
881,0,3,33.0,0,0,2.1855792552411137,2,0
882,0,3,22.0,0,0,2.4437981558973862,2,1
883,0,2,28.0,0,0,2.4423470353692043,2,0
884,0,3,25.0,0,0,2.0856720914304723,2,0
885,0,3,39.0,0,5,3.405355391810819,1,1
886,0,2,27.0,0,0,2.6390573296152584,2,0
887,1,1,19.0,0,0,3.4339872044851463,2,1
888,0,3,29.69911764705882,1,2,3.196630215920881,2,1
889,1,1,26.0,0,0,3.4339872044851463,0,0
890,0,3,32.0,0,0,2.169053700369523,1,0
